judul_resep,waktu_masak,tingkat_kesulitan,jumlah_porsi,url_sumber,bahan-bahan,cluster_label,cluster_persona
"Resep Semur Tahu Kacang Merah, Makanan Rumahan yang Selalu Dirindu",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-tahu-kacang-merah/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'cabai', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'kacang', 'tahu', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Resep Bebek Lado Mudo, Masakan Minang yang Tampil Memukau",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bebek-lado-mudo/,"['kaldu ayam', 'daun jeruk', 'jeruk nipis', 'garam', 'jahe', 'lengkuas', 'kunyit', 'cuka']",0,Masakan Rumit Tradisional
"Resep Kue Cucur Kecap Gurih, Cocok untuk Menjamu Keluarga Tercinta",1jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-kue-cucur/,"['kecap manis', 'gula pasir', 'gula merah', 'garam']",0,Masakan Rumit Tradisional
"Resep Ayam Woku, Cita Rasa Pedas Aromatik Khas Sulawesi Utara",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-woku/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'gula pasir', 'daun bawang', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'tomat', 'kunyit', 'kemangi']",2,Masakan Rumahan Sehari-Hari
"Resep Soto Buntut Bakar, Perpaduan yang Begitu Serasi",1j 30mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-soto-buntut-bakar/,"['kecap manis', 'daun salam', 'daun jeruk', 'jahe', 'santan', 'tomat', 'seledri']",0,Masakan Rumit Tradisional
Resep Nasi Kebuli Ayam Lezat dan Spesial untuk Hari Raya,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-nasi-kebuli-ayam/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daging ayam', 'kayu manis', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'ketumbar', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Ketupat Sayur Betawi, Menu Favorit Untuk Disantap Bersama Keluarga",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ketupat-sayur-betawi/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'gula merah', 'asam jawa', 'cabai hijau', 'garam', 'merica', 'serai', 'jahe', 'ketumbar', 'santan', 'tomat', 'kunyit', 'kacang', 'wortel', 'udang']",0,Masakan Rumit Tradisional
Resep Nasi Goreng Siram Laksa Ayam untuk Santap Malam Ini,1j 30mnt,Cukup Rumit,3 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-siram-laksa-ayam/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun bawang', 'jahe', 'ketumbar', 'santan', 'telur', 'kunyit', 'tahu', 'wortel']",0,Masakan Rumit Tradisional
"Resep Soto Madura, Hidangan Klasik yang Lezat dan Menghangatkan",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-madura/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging sapi', 'jeruk nipis', 'gula', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'telur', 'kunyit', 'seledri']",0,Masakan Rumit Tradisional
"Resep Rendang Daun Singkong, Lengkapi Koleksi Resep-Resep Khas Minang",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-rendang-daun-singkong/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'gula pasir', 'garam', 'serai', 'jahe', 'lengkuas', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Bistik Kambing, Menu Berbuka Puasa yang Istimewa",1j 30mnt,Sedang,2 Porsi,https://www.masakapahariini.com/resep/resep-bistik-kambing/,"['bawang putih', 'bawang merah', 'kecap manis', 'gula pasir', 'daging kambing', 'garam', 'merica', 'tomat']",0,Masakan Rumit Tradisional
"Resep Martabak Udang Tahu, Camilan Sore yang Bikin Ketagihan",40mnt,Mudah,8 Porsi,https://www.masakapahariini.com/resep/resep-martabak-udang-tahu/,"['kaldu ayam', 'cabai rawit', 'daun bawang', 'telur', 'seledri', 'tahu', 'jamur', 'udang']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Cumi Isi Tahu, Masakan Rumahan yang Istimewa",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-cumi-isi-tahu/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'daun jeruk', 'gula pasir', 'daun bawang', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'santan', 'tomat', 'telur', 'tahu']",0,Masakan Rumit Tradisional
"Resep Soto Pekalongan, Sajian Legendaris dari Pesisir Utara Jawa Tengah",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-pekalongan/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'telur', 'kunyit', 'seledri']",2,Masakan Rumahan Sehari-Hari
"Resep Ayam Bekakak, Variasi Resep Ayam yang Patut Kamu Coba",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-bekakak/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'gula merah', 'garam', 'jahe', 'kemiri', 'ketumbar', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Bebek Pedas, Variasi Semur yang Pas di Segala Kesempatan",40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-bebek-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Ayam Bakar Klaten, Menu Kejutan untuk Akhir Pekan",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-bakar-klaten/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'asam jawa', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'kencur']",0,Masakan Rumit Tradisional
"Resep Gimbal Udang, Satu yang Unik dari Kota Semarang",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-gimbal-udang/,"['kecap manis', 'gula', 'garam', 'merica', 'telur', 'udang']",3,Masakan Cepat dan Praktis
"Resep Bandeng Pucung Bekasi, Warisan Kuliner Seru dari Tanah Betawi",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bandeng-pucung-bekasi/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'gula pasir', 'daun bawang', 'jeruk nipis', 'garam', 'merica', 'serai', 'lengkuas', 'kemiri', 'tomat', 'kunyit', 'ikan']",0,Masakan Rumit Tradisional
Resep Daging Kambing Masak Lada Hitam,35mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-daging-kambing-masak-lada-hitam/,"['bawang putih', 'kecap manis', 'gula pasir', 'daging kambing', 'bawang', 'garam', 'merica', 'jahe', 'wijen']",0,Masakan Rumit Tradisional
"Resep Pallubasa, Sajian Khas Sulawesi Selatan yang Penuh Kenikmatan",1jam,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-pallubasa/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun bawang', 'kaldu sapi', 'daging sapi', 'gula merah', 'jeruk nipis', 'asam jawa', 'kayu manis', 'bawang', 'garam', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Lidah Sapi Panggang, Santap Malam yang Begitu Istimewa",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-semur-lidah-sapi-panggang/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'kayu manis', 'garam', 'merica', 'lengkuas', 'kemiri', 'tomat', 'jamur', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Pindang Ikan Bunga Kecombrang, Sajian Seru untuk Jamuan Istimewa",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-pindang-ikan-bunga-kecombrang/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'gula pasir', 'garam', 'merica', 'jahe', 'tomat', 'kunyit', 'ikan']",2,Masakan Rumahan Sehari-Hari
"Resep Lodeh Ikan Asap, Masakan Tradisional yang Menarik",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-lodeh-ikan-asap/,"['daun salam', 'kaldu sapi', 'lengkuas', 'santan', 'kacang', 'ikan', 'tahu', 'jagung']",3,Masakan Cepat dan Praktis
"Resep Tekwan, Sup Bakso Ikan Kebanggaan Orang Palembang",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-tekwan-khas-palembang/,"['kaldu ayam', 'daun bawang', 'kaldu sapi', 'telur', 'ikan', 'jamur']",0,Masakan Rumit Tradisional
"Resep Cumi Asin Asam, Sahabat Sejati Nasi Ulam Betawi",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-cumi-asin-asam/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'gula pasir', 'daun bawang', 'cabai hijau', 'lengkuas', 'tomat', 'telur']",3,Masakan Cepat dan Praktis
"Resep Krengsengan Lidah Sapi, Rasa Lezat yang Membuat Lidah Bergoyang",1j 30mnt,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-krengsengan-lidah-sapi/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'gula pasir', 'garam', 'merica', 'kemiri', 'tomat', 'udang']",2,Masakan Rumahan Sehari-Hari
Resep Mie Rebus Padang yang Bikin Lidah Bergoyang,30mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/mie-rebus-minang/,"['bawang putih', 'kecap manis', 'cabai merah', 'daun bawang', 'kaldu sapi', 'telur', 'kol', 'cuka']",3,Masakan Cepat dan Praktis
"Resep Telur Balado Hijau, Nikmati Sensasi Rasa yang Berbeda",45mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-telur-balado-hijau/,"['bawang merah', 'kaldu ayam', 'daun salam', 'gula pasir', 'asam jawa', 'cabai hijau', 'garam', 'serai', 'tomat', 'telur']",0,Masakan Rumit Tradisional
"Resep Gulai Otak Kambing, Hidangan Unik untuk Akhir Pekan",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-otak-kambing/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'asam jawa', 'kayu manis', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Tahu Mercon, Rasa Pedas Gurih yang Akan Membuatmu Ketagihan",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-tahu-mercon/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun bawang', 'jeruk nipis', 'garam', 'merica', 'ketumbar', 'kunyit', 'tahu', 'wortel']",3,Masakan Cepat dan Praktis
"Resep Tuna Woku Manis, Satu Twist Seru dari Masakan Manado",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tuna-woku-manis/,"['bawang merah', 'kecap manis', 'cabai rawit', 'daun jeruk', 'gula pasir', 'daun bawang', 'garam', 'serai', 'jahe', 'kemiri', 'tomat', 'kunyit', 'ikan', 'kemangi']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Cumi Isi, Jadikan Akhir Pekan Lebih Meriah",1j 10mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-semur-cumi-isi/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'gula pasir', 'jeruk nipis', 'asam jawa', 'garam', 'merica', 'jahe', 'lengkuas', 'telur', 'ikan', 'tahu', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Karmanaci, Berkenalan Lebih Jauh dengan Kuliner Indonesia Timur",30mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-karmanaci/,"['bawang putih', 'bawang merah', 'kecap manis', 'gula pasir', 'daging sapi', 'asam jawa', 'garam', 'merica', 'jahe', 'lengkuas', 'ketumbar']",3,Masakan Cepat dan Praktis
"Resep Ikan Gurame Goreng Siram Tauco, Menu Spesial Akhir Pekan",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ikan-gurame-goreng-siram-tauco/,"['bawang putih', 'kecap manis', 'cabai merah', 'jeruk nipis', 'garam', 'telur', 'ikan']",0,Masakan Rumit Tradisional
"Resep Semur Buntut Sapi Santan, Sajian Mewah untuk Keluarga",1j 20mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-buntut-sapi-santan/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'garam', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan']",0,Masakan Rumit Tradisional
"Resep Bakwan Oncom, Camilan Renyah dengan Rasa Unik",30mnt,Sedang,12 Porsi,https://www.masakapahariini.com/resep/resep-bakwan-oncom/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun bawang', 'kemiri', 'telur', 'udang']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Dadar Gulung Ayam, Tepat Tersaji Sebagai Teman Minum Teh",45mnt,Mudah,8 Porsi,https://www.masakapahariini.com/resep/resep-dadar-gulung-ayam/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'gula pasir', 'bawang', 'garam', 'merica', 'telur']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Nasi Goreng Seafood Jawa Timur, Ramaikan Santap Malam Hari Ini",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-seafood-bumbu-jawa-timur/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun bawang', 'garam', 'tomat', 'udang']",3,Masakan Cepat dan Praktis
"Resep Ketan Serundeng, Camilan Tradisional yang Menggiurkan",1jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-ketan-serundeng/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'gula pasir', 'garam', 'santan', 'kencur']",0,Masakan Rumit Tradisional
"Resep Seblak Ceker, Rasa Pedas Gurih yang Bikin Nagih",1j 10mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-seblak-ceker-enak-dan-lezat/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'gula pasir', 'garam', 'merica', 'telur', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Semur Medan, Satu Variasi Semur Baru yang Wajib Dicoba",1j 10mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-medan/,"['bawang putih', 'bawang merah', 'kecap manis', 'daging sapi', 'kayu manis', 'cabai', 'garam', 'merica', 'jahe', 'kemiri', 'santan', 'tomat', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Resep Kecimpring Singkong Pedas, Camilan Sederhana Berjuta Rasanya",45mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-kecimpring-singkong-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun salam', 'gula merah', 'serai', 'lengkuas']",2,Masakan Rumahan Sehari-Hari
"Resep Daging Empal, Sajian Khas Sunda Takkan Lengkap Tanpanya",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-daging-empal/,"['bawang putih', 'bawang merah', 'kecap manis', 'daging sapi', 'bawang', 'gula', 'garam', 'merica', 'ketumbar', 'santan']",0,Masakan Rumit Tradisional
"Resep Seblak Belacan, yang Tidak Boleh Dilewatkan",30mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-seblak-belacan/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'gula pasir', 'daun bawang', 'garam', 'merica', 'telur', 'kencur', 'udang']",3,Masakan Cepat dan Praktis
"Resep Mie Rebus Jawa, Masakan Favorit di Malam Hari",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-mie-rebus-jawa/,"['bawang putih', 'bawang merah', 'kecap manis', 'gula pasir', 'daun bawang', 'garam', 'merica', 'kemiri', 'tomat', 'telur', 'seledri', 'kol']",3,Masakan Cepat dan Praktis
"Resep Semur Ayam Bakar, Sajian Klasik dengan Gaya Baru",1jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-semur-ayam-bakar/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'gula pasir', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'santan']",0,Masakan Rumit Tradisional
"Resep Ote-Ote Udang, Camilan Lezat Khas Surabaya",1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-ote-ote-udang/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'gula pasir', 'daun bawang', 'garam', 'merica', 'ketumbar', 'telur', 'seledri', 'wortel', 'udang']",3,Masakan Cepat dan Praktis
Resep Sayur Asam Pedas dengan Ikan Peda,1j 30mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sayur-asam-pedas-dengan-ikan-peda/,"['daun salam', 'kaldu sapi', 'gula merah', 'asam jawa', 'lengkuas', 'kacang', 'ikan', 'jagung']",2,Masakan Rumahan Sehari-Hari
"Resep Mie Koclok, Satu Lagi yang Spesial dari Kota Udang",1j 30mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-mie-koclok-cirebon/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'limau', 'garam', 'merica', 'santan', 'telur', 'seledri', 'kol']",0,Masakan Rumit Tradisional
"Resep Kari Bihun, Hidangan Tradisional Favorit dari Kota Medan",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-kari-bihun-medan/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'kayu manis', 'merica', 'serai', 'jahe', 'ketumbar', 'santan', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Mie Ikan Khas Bangka, Begitu Segar dan Menghangatkan",1j 10mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-mie-ikan-bangka/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'gula pasir', 'daun bawang', 'kaldu sapi', 'gula merah', 'bawang', 'garam', 'merica', 'jahe', 'ikan']",0,Masakan Rumit Tradisional
"Resep Opor Telur Kuning, Masakan Rumahan Terfavorit",1j 30mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-opor-telur-kuning/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'gula merah', 'jeruk nipis', 'asam jawa', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'telur', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Malbi Kambing Palembang, Hidangan Istimewa dari Sumatra Selatan",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-malbi-kambing-palembang/,"['bawang putih', 'bawang merah', 'kecap manis', 'asam jawa', 'kayu manis', 'daging kambing', 'garam', 'merica', 'jahe']",3,Masakan Cepat dan Praktis
"Resep Pepes Pindang Tahu Kemangi, Sajian Pendamping yang Begitu Nikmat",1j 10mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-pepes-pindang-tahu-kemangi/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'gula pasir', 'garam', 'kemiri', 'telur', 'ikan', 'tahu', 'kemangi']",0,Masakan Rumit Tradisional
"Resep Pindang Bandeng Pedas, Rayakan Setiap Harimu Dengan yang Lezat",1j 15mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-pindang-bandeng-pedas/,"['kecap manis', 'kaldu ayam', 'daun salam', 'asam jawa', 'garam', 'merica', 'serai', 'lengkuas']",0,Masakan Rumit Tradisional
"Resep Nasi Kuning dan Ayam Goreng, Sajian Penggugah Selera",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-nasi-kuning-dan-ayam-goreng/,"['bawang merah', 'daging ayam', 'jeruk nipis', 'garam', 'serai', 'lengkuas', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Mi Ayam Pangsit, Sajian Favorit Jutaan Orang Indonesia",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-mi-ayam/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'gula pasir', 'daun bawang', 'bawang', 'garam', 'merica', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Bakso Goreng, Camilan Setia Pendamping Bakwan Malang",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-bakso-goreng-malang/,"['bawang putih', 'kecap manis', 'gula pasir', 'daun bawang', 'garam', 'merica', 'telur', 'ikan', 'udang']",3,Masakan Cepat dan Praktis
"Resep Martabak Telur, Camilan Favorit di Malam Hari",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-martabak-telur/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'bawang', 'merica', 'serai', 'jahe', 'kemiri', 'telur']",0,Masakan Rumit Tradisional
Resep Bacem Tahu Tempe yang Nikmat dan Ekonomis,30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-bacem-tahu-tempe/,"['kecap manis', 'tahu', 'tempe']",3,Masakan Cepat dan Praktis
"Resep Sego Pecel Madiun, Jadikan Menu Sarapan Lebih Bervariasi",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sego-pecel-madiun/,"['bawang putih', 'kecap manis', 'cabai rawit', 'daun jeruk', 'asam jawa', 'garam', 'kacang', 'kol', 'kemangi', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Semur Ayam Kecap, Makanan Rumahan Wajib Bisa",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-ayam-kecap/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daging ayam', 'garam', 'merica', 'kemiri', 'tomat', 'cengkih']",3,Masakan Cepat dan Praktis
"Resep Sayur Lodeh Iga Sapi, Menu Rumahan Lebih Istimewa",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-sayur-lodeh-iga-sapi/,"['bawang putih', 'bawang merah', 'cabai rawit', 'daun salam', 'kaldu sapi', 'gula merah', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'santan', 'kacang']",0,Masakan Rumit Tradisional
"Resep Rendang Ikan Tongkol, Jelajahi Kuliner Minang Lebih Jauh",2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-rendang-ikan-tongkol/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun jeruk', 'lengkuas', 'santan', 'kunyit', 'ikan']",2,Masakan Rumahan Sehari-Hari
"Resep Pepes Tahu Udang, Pendamping Seru Jamuan Masakan Sunda",1jam,Mudah,8 Porsi,https://www.masakapahariini.com/resep/resep-pepes-tahu-udang/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula pasir', 'merica', 'serai', 'kemiri', 'telur', 'kunyit', 'tahu', 'kemangi', 'udang']",1,Masakan Porsi Besar untuk Banyak Orang
3 Variasi Resep Tahu Susu Lembang untuk Segala Suasana,30mnt,Sedang,1 Porsi,https://www.masakapahariini.com/resep/tahu-susu-lembang/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'bawang', 'cabai', 'garam', 'merica', 'jahe', 'tomat', 'telur', 'tahu', 'udang']",3,Masakan Cepat dan Praktis
"Resep Ayam Tangkap, Satu yang Istimewa dari Negeri Aceh",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-tangkap/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'daging ayam', 'gula merah', 'cabai hijau', 'garam', 'merica', 'serai', 'jahe', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Tongseng Ayam Mercon, Selera Gurih Pedas untuk Keluarga Tercinta",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tongseng-ayam-mercon/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'daun bawang', 'daging ayam', 'merica', 'serai', 'kemiri', 'ketumbar', 'santan', 'tomat', 'kol']",2,Masakan Rumahan Sehari-Hari
"Resep Tahu Telur, Jawaban Kerinduan Kuliner Khas Jawa Timur",30mnt,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-tahu-telur/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'jeruk nipis', 'merica', 'telur', 'kacang', 'seledri', 'tahu', 'kol']",3,Masakan Cepat dan Praktis
"Resep Tempe Kecap Bakar Mentega, Sajian Cepat yang Menggugah Selera",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tempe-kecap-bakar-mentega/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'garam', 'merica', 'ketumbar', 'tempe']",3,Masakan Cepat dan Praktis
"Resep Tahu Pletok, Semakin Nikmat Berkat Kehadiran Sambal Kecap",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tahu-pletok/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'merica', 'tahu']",3,Masakan Cepat dan Praktis
"Resep Gehu Keju Pedas, Warnai Akhir Pekanmu dengan Camilan Lezat Ini",1mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-gehu-keju-pedas/,"['kaldu ayam', 'cabai rawit', 'gula pasir', 'bawang', 'garam', 'merica', 'tahu', 'kol', 'wortel', 'udang']",3,Masakan Cepat dan Praktis
"Resep Tempe Bacem Asam Manis, Menu Rumahan yang Selalu Dikangeni",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tempe-bacem-asam-manis/,"['kecap manis', 'cabai rawit', 'daun bawang', 'gula merah', 'jeruk nipis', 'asam jawa', 'bawang', 'tomat', 'tahu', 'tempe']",3,Masakan Cepat dan Praktis
"Resep Nasi Lengko, Santapan Sedap Saat Merindu Kuliner Cirebon",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-lengko/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'garam', 'kacang', 'tahu', 'tempe', 'kemangi']",3,Masakan Cepat dan Praktis
